region,category,parameter,mode,powertrain,year,unit,value,percentage
Spain,Historical,EV stock,Cars,BEV,2023,Vehicles,100000,"10000000,00%"
Spain,Historical,EV charging points,EV,Publicly available fast,2023,charging points,280000,"28000000,00%"
Spain,Historical,EV charging points,EV,Publicly available slow,2023,charging points,99,"9900,00%"
Sweden,Historical,EV sales,Cars,BEV,2010,Vehicles,41,"4100,00%"
Sweden,Historical,EV stock,Cars,BEV,2010,Vehicles,889.999.985.694.885,"88999998569488500,00%"
Sweden,Historical,EV sales share,Cars,EV,2010,percent,340,"34000,00%"
Sweden,Historical,EV stock share,Cars,EV,2010,percent,190000,"19000000,00%"
Sweden,Historical,EV stock share,Cars,EV,2011,percent,9,"900,00%"
Sweden,Historical,EV sales share,Cars,EV,2011,percent,190,"19000,00%"
Sweden,Historical,EV sales share,Vans,EV,2011,percent,93000,"9300000,00%"
Sweden,Historical,EV stock share,Vans,EV,2011,percent,24,"2400,00%"
Sweden,Historical,EV stock,Cars,BEV,2011,Vehicles,7500,"750000,00%"
Sweden,Historical,EV sales,Cars,BEV,2011,Vehicles,220,"22000,00%"
Sweden,Historical,EV sales,Vans,BEV,2011,Vehicles,3100,"310000,00%"
Sweden,Historical,EV stock,Vans,BEV,2011,Vehicles,670,"67000,00%"
Sweden,Historical,EV stock,Vans,BEV,2012,Vehicles,110,"11000,00%"
Sweden,Historical,EV sales,Vans,BEV,2012,Vehicles,490.000.009.536.743,"49000000953674300,00%"
Sweden,Historical,EV sales,Cars,BEV,2012,Vehicles,3800,"380000,00%"
Sweden,Historical,EV stock,Buses,BEV,2012,Vehicles,560.000.002.384.186,"56000000238418600,00%"
Sweden,Historical,EV stock,Cars,BEV,2012,Vehicles,79.000.003.635.883,"7900000363588300,00%"
Sweden,Historical,EV stock,Cars,PHEV,2012,Vehicles,209.999.993.443.489,"20999999344348900,00%"
Sweden,Historical,EV sales,Cars,PHEV,2012,Vehicles,3,"300,00%"
Sweden,Historical,EV stock share,Vans,EV,2012,percent,21.999.999.880.791,"2199999988079100,00%"
Sweden,Historical,EV sales share,Vans,EV,2012,percent,159.999.996.423.721,"15999999642372100,00%"
Sweden,Historical,EV stock share,Buses,EV,2012,percent,209.999.993.443.489,"20999999344348900,00%"
Sweden,Historical,EV sales share,Cars,EV,2012,percent,0.5,0.5
Sweden,Historical,EV stock share,Cars,EV,2012,percent,33000,"3300000,00%"
Sweden,Historical,EV stock share,Cars,EV,2013,percent,19000,"1900000,00%"
Sweden,Historical,EV sales share,Cars,EV,2013,percent,1500,"150000,00%"
Sweden,Historical,EV stock share,Buses,EV,2013,percent,3,"300,00%"
Sweden,Historical,EV sales share,Vans,EV,2013,percent,33000,"3300000,00%"
Sweden,Historical,EV stock share,Vans,EV,2013,percent,1900,"190000,00%"
Sweden,Historical,EV sales,Cars,PHEV,2013,Vehicles,59000,"5900000,00%"
Sweden,Historical,EV stock,Cars,FCEV,2013,Vehicles,690,"69000,00%"
Sweden,Historical,EV stock,Cars,PHEV,2013,Vehicles,3,"300,00%"
Sweden,Historical,EV stock,Cars,BEV,2013,Vehicles,810,"81000,00%"
Sweden,Historical,EV sales,Cars,FCEV,2013,Vehicles,1200,"120000,00%"
Sweden,Historical,EV stock,Buses,BEV,2013,Vehicles,200,"20000,00%"
Sweden,Historical,EV sales,Cars,BEV,2013,Vehicles,360,"36000,00%"
Sweden,Historical,EV sales,Vans,BEV,2013,Vehicles,1800,"180000,00%"
Sweden,Historical,EV stock,Vans,BEV,2013,Vehicles,580.000.019.073.486,"58000001907348600,00%"
Sweden,Historical,EV charging points,EV,Publicly available slow,2013,charging points,18,"1800,00%"
Sweden,Historical,EV charging points,EV,Publicly available slow,2014,charging points,8,"800,00%"
Sweden,Historical,EV stock,Vans,BEV,2014,Vehicles,170000,"17000000,00%"
Sweden,Historical,EV sales,Vans,BEV,2014,Vehicles,2000,"200000,00%"
Sweden,Historical,EV sales,Cars,BEV,2014,Vehicles,320,"32000,00%"
Sweden,Historical,EV stock,Buses,BEV,2014,Vehicles,2400,"240000,00%"
Sweden,Historical,EV stock,Cars,BEV,2014,Vehicles,41000,"4100000,00%"
Sweden,Historical,EV stock,Cars,PHEV,2014,Vehicles,4800,"480000,00%"
Sweden,Historical,EV stock,Cars,FCEV,2014,Vehicles,22000,"2200000,00%"
Sweden,Historical,EV sales,Cars,PHEV,2014,Vehicles,5.5,"4541700,00%"
Sweden,Historical,EV stock share,Vans,EV,2014,percent,13,"1300,00%"
Sweden,Historical,EV sales share,Vans,EV,2014,percent,229.999.995.231.628,"22999999523162800,00%"
Sweden,Historical,EV stock share,Buses,EV,2014,percent,100.000.001.490.116,"10000000149011600,00%"
Sweden,Historical,EV sales share,Cars,EV,2014,percent,240.000.009.536.743,"24000000953674300,00%"
Sweden,Historical,EV stock share,Cars,EV,2014,percent,23,"2300,00%"
Sweden,Historical,EV stock share,Cars,EV,2015,percent,790,"79000,00%"
Sweden,Historical,EV sales share,Cars,EV,2015,percent,130000,"13000000,00%"
Sweden,Historical,EV stock share,Buses,EV,2015,percent,4100,"410000,00%"
Sweden,Historical,EV sales share,Buses,EV,2015,percent,9100,"910000,00%"
Sweden,Historical,EV sales share,Vans,EV,2015,percent,1600,"160000,00%"
Sweden,Historical,EV stock share,Vans,EV,2015,percent,9,"900,00%"
Sweden,Historical,EV sales,Cars,PHEV,2015,Vehicles,380000,"38000000,00%"
Sweden,Historical,EV stock,Cars,FCEV,2015,Vehicles,13,"1300,00%"
Sweden,Historical,EV stock,Cars,PHEV,2015,Vehicles,129.999.995.231.628,"12999999523162800,00%"
Sweden,Historical,EV stock,Cars,BEV,2015,Vehicles,310.000.002.384.186,"31000000238418600,00%"
Sweden,Historical,EV sales,Cars,FCEV,2015,Vehicles,86.999.997.496.605,"8699999749660500,00%"
Sweden,Historical,EV stock,Buses,BEV,2015,Vehicles,330,"33000,00%"
Sweden,Historical,EV sales,Buses,BEV,2015,Vehicles,740,"74000,00%"
Sweden,Historical,EV sales,Cars,BEV,2015,Vehicles,1800,"180000,00%"
Sweden,Historical,EV stock,Vans,PHEV,2015,Vehicles,2100,"210000,00%"
Sweden,Historical,EV sales,Vans,BEV,2015,Vehicles,510,"51000,00%"
Sweden,Historical,EV stock,Vans,BEV,2015,Vehicles,2,"200,00%"
Sweden,Historical,EV stock,Buses,PHEV,2015,Vehicles,410,"41000,00%"
Sweden,Historical,EV sales,Buses,PHEV,2015,Vehicles,320,"32000,00%"
Sweden,Historical,EV sales,Vans,PHEV,2015,Vehicles,1200,"120000,00%"
Sweden,Historical,EV charging points,EV,Publicly available slow,2015,charging points,760,"76000,00%"
Sweden,Historical,EV charging points,EV,Publicly available slow,2016,charging points,10000,"1000000,00%"
Sweden,Historical,EV sales,Buses,PHEV,2016,Vehicles,3400,"340000,00%"
Sweden,Historical,EV stock,Buses,PHEV,2016,Vehicles,300000,"30000000,00%"
Sweden,Historical,EV stock,Vans,BEV,2016,Vehicles,38000,"3800000,00%"
Sweden,Historical,EV sales,Vans,BEV,2016,Vehicles,5800000,"580000000,00%"
Sweden,Historical,EV stock,Vans,PHEV,2016,Vehicles,2700000,"270000000,00%"
Sweden,Historical,EV sales,Cars,BEV,2016,Vehicles,520,"52000,00%"
Sweden,Historical,EV sales,Buses,BEV,2016,Vehicles,16000000,"1600000000,00%"
Sweden,Historical,EV stock,Buses,BEV,2016,Vehicles,5400000,"540000000,00%"
Sweden,Historical,EV sales,Cars,FCEV,2016,Vehicles,1700,"170000,00%"
Sweden,Historical,EV stock,Cars,BEV,2016,Vehicles,680000,"68000000,00%"
Sweden,Historical,EV stock,Cars,PHEV,2016,Vehicles,1900,"190000,00%"
Sweden,Historical,EV stock,Cars,FCEV,2016,Vehicles,2700,"270000,00%"
Sweden,Historical,EV sales,Cars,PHEV,2016,Vehicles,240000,"24000000,00%"
Sweden,Historical,EV stock share,Vans,EV,2016,percent,37000,"3700000,00%"
Sweden,Historical,EV sales share,Vans,EV,2016,percent,1300,"130000,00%"
Sweden,Historical,EV sales share,Buses,EV,2016,percent,6600,"660000,00%"
Sweden,Historical,EV stock share,Buses,EV,2016,percent,1200,"120000,00%"
Sweden,Historical,EV sales share,Cars,EV,2016,percent,600000,"60000000,00%"
Sweden,Historical,EV stock share,Cars,EV,2016,percent,29000,"2900000,00%"
Sweden,Historical,EV stock share,Cars,EV,2017,percent,1,"100,00%"
Sweden,Historical,EV sales share,Cars,EV,2017,percent,279.999.995.231.628,"27999999523162800,00%"
Sweden,Historical,EV stock share,Trucks,EV,2017,percent,759.999.990.463.257,"75999999046325700,00%"
Sweden,Historical,EV stock share,Buses,EV,2017,percent,38,"3800,00%"
Sweden,Historical,EV sales share,Buses,EV,2017,percent,359.999.990.463.257,"35999999046325700,00%"
Sweden,Historical,EV sales share,Vans,EV,2017,percent,12,"1200,00%"
Sweden,Historical,EV stock share,Vans,EV,2017,percent,25,"2500,00%"
Sweden,Historical,EV sales,Cars,PHEV,2017,Vehicles,50,"5000,00%"
Sweden,Historical,EV stock,Cars,FCEV,2017,Vehicles,1200000,"120000000,00%"
Sweden,Historical,EV stock,Cars,PHEV,2017,Vehicles,1500000,"150000000,00%"
Sweden,Historical,EV stock,Trucks,BEV,2017,Vehicles,1,"100,00%"
Sweden,Historical,EV stock,Cars,BEV,2017,Vehicles,279.999.995.231.628,"27999999523162800,00%"
Sweden,Historical,EV sales,Cars,FCEV,2017,Vehicles,759.999.990.463.257,"75999999046325700,00%"
Sweden,Historical,EV sales,Buses,BEV,2017,Vehicles,38,"3800,00%"
Sweden,Historical,EV sales,Cars,BEV,2017,Vehicles,359.999.990.463.257,"35999999046325700,00%"
Sweden,Historical,EV stock,Vans,PHEV,2017,Vehicles,12,"1200,00%"
Sweden,Historical,EV sales,Vans,BEV,2017,Vehicles,760,"76000,00%"
Sweden,Historical,EV stock,Vans,BEV,2017,Vehicles,520,"52000,00%"
Sweden,Historical,EV stock,Buses,PHEV,2017,Vehicles,16000000,"1600000000,00%"
Sweden,Historical,EV stock,Buses,BEV,2017,Vehicles,5400000,"540000000,00%"
Sweden,Historical,EV charging points,EV,Publicly available fast,2017,charging points,1700,"170000,00%"
Sweden,Historical,EV charging points,EV,Publicly available slow,2017,charging points,1900,"190000,00%"
Sweden,Historical,EV charging points,EV,Publicly available fast,2018,charging points,2700,"270000,00%"
Sweden,Historical,EV charging points,EV,Publicly available slow,2018,charging points,680000,"68000000,00%"
Sweden,Historical,EV stock,Buses,BEV,2018,Vehicles,240000,"24000000,00%"
Sweden,Historical,EV stock,Buses,PHEV,2018,Vehicles,37000,"3700000,00%"
Sweden,Historical,EV stock,Vans,BEV,2018,Vehicles,1300,"130000,00%"
Sweden,Historical,EV sales,Vans,BEV,2018,Vehicles,6600,"660000,00%"
Sweden,Historical,EV stock,Vans,PHEV,2018,Vehicles,1200,"120000,00%"
Sweden,Historical,EV sales,Cars,BEV,2018,Vehicles,600000,"60000000,00%"
Sweden,Historical,EV sales,Buses,BEV,2018,Vehicles,29000,"2900000,00%"
Sweden,Historical,EV sales,Vans,PHEV,2018,Vehicles,1,"100,00%"
Sweden,Historical,EV stock,Cars,BEV,2018,Vehicles,759.999.990.463.257,"75999999046325700,00%"
Sweden,Historical,EV stock,Trucks,BEV,2018,Vehicles,279.999.995.231.628,"27999999523162800,00%"
Sweden,Historical,EV stock,Cars,PHEV,2018,Vehicles,38,"3800,00%"
Sweden,Historical,EV sales,Trucks,BEV,2018,Vehicles,359.999.990.463.257,"35999999046325700,00%"
Sweden,Historical,EV stock,Cars,FCEV,2018,Vehicles,12,"1200,00%"
Sweden,Historical,EV sales,Cars,PHEV,2018,Vehicles,25,"2500,00%"
Sweden,Historical,EV stock share,Vans,EV,2018,percent,50,"5000,00%"
Sweden,Historical,EV sales share,Vans,EV,2018,percent,300000,"30000000,00%"
Sweden,Historical,EV sales share,Buses,EV,2018,percent,520,"52000,00%"
Sweden,Historical,EV stock share,Buses,EV,2018,percent,760,"76000,00%"
Sweden,Historical,EV stock share,Trucks,EV,2018,percent,10000,"1000000,00%"
Sweden,Historical,EV sales share,Cars,EV,2018,percent,320,"32000,00%"
Sweden,Historical,EV stock share,Cars,EV,2018,percent,1200,"120000,00%"
Sweden,Historical,EV sales share,Trucks,EV,2018,percent,3400,"340000,00%"
Sweden,Historical,EV sales share,Trucks,EV,2019,percent,5800000,"580000000,00%"
Sweden,Historical,EV stock share,Cars,EV,2019,percent,38000,"3800000,00%"
Sweden,Historical,EV sales share,Cars,EV,2019,percent,2700000,"270000000,00%"
Sweden,Historical,EV stock share,Trucks,EV,2019,percent,16000000,"1600000000,00%"
Sweden,Historical,EV stock share,Buses,EV,2019,percent,5400000,"540000000,00%"
Sweden,Historical,EV sales share,Buses,EV,2019,percent,1200000,"120000000,00%"
Sweden,Historical,EV sales share,Vans,EV,2019,percent,1500000,"150000000,00%"
Sweden,Historical,EV stock share,Vans,EV,2019,percent,9700,"970000,00%"
Sweden,Historical,EV sales,Cars,PHEV,2019,Vehicles,5200,"520000,00%"
Sweden,Historical,EV stock,Cars,FCEV,2019,Vehicles,1200,"120000,00%"
Sweden,Historical,EV sales,Trucks,BEV,2019,Vehicles,38000,"3800000,00%"
Sweden,Historical,EV stock,Cars,PHEV,2019,Vehicles,28.000.000.864.267,"2800000086426700,00%"
Sweden,Historical,EV stock,Trucks,BEV,2019,Vehicles,21.999.999.880.791,"2199999988079100,00%"
Sweden,Historical,EV stock,Cars,BEV,2019,Vehicles,9.800.000.116.229,"980000011622900,00%"
Sweden,Historical,EV sales,Cars,FCEV,2019,Vehicles,310.000.002.384.186,"31000000238418600,00%"
Sweden,Historical,EV sales,Buses,BEV,2019,Vehicles,1700,"170000,00%"
Sweden,Historical,EV sales,Cars,BEV,2019,Vehicles,1300,"130000,00%"
Sweden,Historical,EV stock,Vans,PHEV,2019,Vehicles,590,"59000,00%"
Sweden,Historical,EV sales,Vans,BEV,2019,Vehicles,19000,"1900000,00%"
Sweden,Historical,EV stock,Vans,BEV,2019,Vehicles,28.000.000.864.267,"2800000086426700,00%"
Sweden,Historical,EV stock,Buses,PHEV,2019,Vehicles,21.999.999.880.791,"2199999988079100,00%"
Sweden,Historical,EV stock,Buses,BEV,2019,Vehicles,9.800.000.116.229,"980000011622900,00%"
Sweden,Historical,EV charging points,EV,Publicly available fast,2019,charging points,310.000.002.384.186,"31000000238418600,00%"
Sweden,Historical,EV charging points,EV,Publicly available slow,2019,charging points,1700,"170000,00%"
Sweden,Historical,EV charging points,EV,Publicly available fast,2020,charging points,1300,"130000,00%"
Sweden,Historical,EV charging points,EV,Publicly available slow,2020,charging points,590,"59000,00%"
Sweden,Historical,EV stock,Buses,BEV,2020,Vehicles,19000,"1900000,00%"
Sweden,Historical,EV stock,Buses,PHEV,2020,Vehicles,28.000.000.864.267,"2800000086426700,00%"
Sweden,Historical,EV stock,Vans,BEV,2020,Vehicles,21.999.999.880.791,"2199999988079100,00%"
Sweden,Historical,EV sales,Vans,BEV,2020,Vehicles,9.800.000.116.229,"980000011622900,00%"
Sweden,Historical,EV stock,Vans,PHEV,2020,Vehicles,310.000.002.384.186,"31000000238418600,00%"
Sweden,Historical,EV sales,Cars,BEV,2020,Vehicles,1700,"170000,00%"
Sweden,Historical,EV sales,Buses,BEV,2020,Vehicles,1300,"130000,00%"
Sweden,Historical,EV sales,Cars,FCEV,2020,Vehicles,590,"59000,00%"
Sweden,Historical,EV stock,Cars,BEV,2020,Vehicles,19000,"1900000,00%"
Sweden,Historical,EV stock,Trucks,BEV,2020,Vehicles,1200000,"120000000,00%"
Sweden,Historical,EV stock,Cars,PHEV,2020,Vehicles,1500000,"150000000,00%"
Sweden,Historical,EV sales,Trucks,BEV,2020,Vehicles,6600,"660000,00%"
Sweden,Historical,EV stock,Cars,FCEV,2020,Vehicles,600000,"60000000,00%"
Sweden,Historical,EV sales,Cars,PHEV,2020,Vehicles,1200,"120000,00%"
Sweden,Historical,EV stock share,Vans,EV,2020,percent,29000,"2900000,00%"
Sweden,Historical,EV sales share,Vans,EV,2020,percent,680000,"68000000,00%"
Sweden,Historical,EV sales share,Buses,EV,2020,percent,240000,"24000000,00%"
Sweden,Historical,EV stock share,Buses,EV,2020,percent,1300,"130000,00%"
Sweden,Historical,EV stock share,Trucks,EV,2020,percent,37000,"3700000,00%"
Sweden,Historical,EV sales share,Cars,EV,2020,percent,1700,"170000,00%"
Sweden,Historical,EV stock share,Cars,EV,2020,percent,1900,"190000,00%"
Sweden,Historical,EV sales share,Trucks,EV,2020,percent,2700,"270000,00%"
Sweden,Historical,EV sales share,Trucks,EV,2021,percent,320,"32000,00%"
Sweden,Historical,EV stock share,Cars,EV,2021,percent,1200,"120000,00%"
Sweden,Historical,EV sales share,Cars,EV,2021,percent,10000,"1000000,00%"
Sweden,Historical,EV stock share,Trucks,EV,2021,percent,3400,"340000,00%"
Sweden,Historical,EV stock share,Buses,EV,2021,percent,300000,"30000000,00%"
Sweden,Historical,EV sales share,Buses,EV,2021,percent,38000,"3800000,00%"
Sweden,Historical,EV sales share,Vans,EV,2021,percent,5800000,"580000000,00%"
Sweden,Historical,EV stock share,Vans,EV,2021,percent,2700000,"270000000,00%"
Sweden,Historical,EV sales,Cars,PHEV,2021,Vehicles,25,"2500,00%"
Sweden,Historical,EV stock,Cars,FCEV,2021,Vehicles,50,"5000,00%"
Sweden,Historical,EV sales,Trucks,BEV,2021,Vehicles,9700,"970000,00%"
Sweden,Historical,EV stock,Cars,PHEV,2021,Vehicles,5200,"520000,00%"
Sweden,Historical,EV stock,Trucks,BEV,2021,Vehicles,1200,"120000,00%"
Sweden,Historical,EV stock,Cars,BEV,2021,Vehicles,38000,"3800000,00%"
Sweden,Historical,EV sales,Cars,FCEV,2021,Vehicles,9700,"970000,00%"
Sweden,Historical,EV sales,Buses,BEV,2021,Vehicles,5200,"520000,00%"
Sweden,Historical,EV sales,Cars,BEV,2021,Vehicles,1200,"120000,00%"
Sweden,Historical,EV stock,Vans,PHEV,2021,Vehicles,38000,"3800000,00%"
Sweden,Historical,EV sales,Vans,BEV,2021,Vehicles,3600,"360000,00%"
Sweden,Historical,EV stock,Vans,BEV,2021,Vehicles,2500,"250000,00%"
Sweden,Historical,EV stock,Buses,PHEV,2021,Vehicles,390.000.009.536.743,"39000000953674300,00%"
Sweden,Historical,EV stock,Buses,BEV,2021,Vehicles,4900,"490000,00%"
Sweden,Historical,EV sales,Buses,FCEV,2021,Vehicles,12,"1200,00%"
Sweden,Historical,EV stock,Buses,FCEV,2021,Vehicles,9000,"900000,00%"
Sweden,Historical,EV charging points,EV,Publicly available fast,2021,charging points,459.999.990.463.257,"45999999046325700,00%"
Sweden,Historical,EV charging points,EV,Publicly available slow,2021,charging points,1600,"160000,00%"
Sweden,Historical,EV charging points,EV,Publicly available fast,2022,charging points,990,"99000,00%"
Sweden,Historical,EV charging points,EV,Publicly available slow,2022,charging points,510,"51000,00%"
Sweden,Historical,EV stock,Buses,FCEV,2022,Vehicles,790,"79000,00%"
Sweden,Historical,EV stock,Buses,BEV,2022,Vehicles,880.000.019.073.486,"88000001907348600,00%"
Sweden,Historical,EV stock,Buses,PHEV,2022,Vehicles,540.000.009.536.743,"54000000953674300,00%"
Sweden,Historical,EV stock,Vans,BEV,2022,Vehicles,5300,"530000,00%"
Sweden,Historical,EV sales,Vans,BEV,2022,Vehicles,6700,"670000,00%"
Sweden,Historical,EV stock,Vans,PHEV,2022,Vehicles,3000,"300000,00%"
Sweden,Historical,EV sales,Cars,BEV,2022,Vehicles,14000,"1400000,00%"
Sweden,Historical,EV sales,Buses,BEV,2022,Vehicles,2,"200,00%"
Sweden,Historical,EV sales,Cars,FCEV,2022,Vehicles,17,"1700,00%"
Sweden,Historical,EV stock,Cars,BEV,2022,Vehicles,370,"37000,00%"
Sweden,Historical,EV stock,Trucks,BEV,2022,Vehicles,7300,"730000,00%"
Sweden,Historical,EV sales,Trucks,PHEV,2022,Vehicles,2900,"290000,00%"
Sweden,Historical,EV stock,Trucks,PHEV,2022,Vehicles,1500,"150000,00%"
Sweden,Historical,EV stock,Cars,PHEV,2022,Vehicles,200000,"20000000,00%"
Sweden,Historical,EV sales,Trucks,BEV,2022,Vehicles,63000,"6300000,00%"
Sweden,Historical,EV stock,Cars,FCEV,2022,Vehicles,1,"100,00%"
Sweden,Historical,EV sales,Cars,PHEV,2022,Vehicles,230,"23000,00%"
Sweden,Historical,EV stock share,Vans,EV,2022,percent,200,"20000,00%"
Sweden,Historical,EV sales share,Vans,EV,2022,percent,920,"92000,00%"
Sweden,Historical,EV sales share,Buses,EV,2022,percent,17000,"1700000,00%"
Sweden,Historical,EV stock share,Buses,EV,2022,percent,460,"46000,00%"
Sweden,Historical,EV stock share,Trucks,EV,2022,percent,3,"300,00%"
Sweden,Historical,EV sales share,Cars,EV,2022,percent,110000,"11000000,00%"
Sweden,Historical,EV stock share,Cars,EV,2022,percent,3,"300,00%"
Sweden,Historical,EV sales share,Trucks,EV,2022,percent,320,"32000,00%"
Sweden,Historical,EV sales share,Trucks,EV,2023,percent,19,"1900,00%"
Sweden,Historical,EV stock share,Cars,EV,2023,percent,13,"1300,00%"
Sweden,Historical,EV sales share,Cars,EV,2023,percent,8.5,"4542000,00%"
Sweden,Historical,EV stock share,Trucks,EV,2023,percent,980.000.019.073.486,"98000001907348600,00%"
Sweden,Historical,EV stock share,Buses,EV,2023,percent,5.5,"4541700,00%"
Sweden,Historical,EV sales share,Buses,EV,2023,percent,240.000.009.536.743,"24000000953674300,00%"
Sweden,Historical,EV sales share,Vans,EV,2023,percent,11,"1100,00%"
Sweden,Historical,EV stock share,Vans,EV,2023,percent,46,"4600,00%"
Sweden,Historical,EV sales,Cars,PHEV,2023,Vehicles,880.000.019.073.486,"88000001907348600,00%"
Sweden,Historical,EV stock,Cars,FCEV,2023,Vehicles,1400,"140000,00%"
Sweden,Historical,EV sales,Trucks,BEV,2023,Vehicles,560,"56000,00%"
Sweden,Historical,EV stock,Cars,PHEV,2023,Vehicles,850000,"85000000,00%"
Sweden,Historical,EV stock,Trucks,PHEV,2023,Vehicles,8200,"820000,00%"
Sweden,Historical,EV stock,Trucks,BEV,2023,Vehicles,3500000,"350000000,00%"
Sweden,Historical,EV stock,Cars,BEV,2023,Vehicles,359.999.990.463.257,"35999999046325700,00%"
Sweden,Historical,EV sales,Cars,FCEV,2023,Vehicles,22,"2200,00%"
Sweden,Historical,EV sales,Buses,BEV,2023,Vehicles,120.000.004.768.372,"12000000476837200,00%"
Sweden,Historical,EV sales,Cars,BEV,2023,Vehicles,759.999.990.463.257,"75999999046325700,00%"
Sweden,Historical,EV stock,Vans,PHEV,2023,Vehicles,270.000.004.768.372,"27000000476837200,00%"
Sweden,Historical,EV sales,Vans,BEV,2023,Vehicles,15,"1500,00%"
Sweden,Historical,EV stock,Vans,BEV,2023,Vehicles,360,"36000,00%"
Sweden,Historical,EV stock,Buses,PHEV,2023,Vehicles,150,"15000,00%"
Sweden,Historical,EV stock,Buses,BEV,2023,Vehicles,510000,"51000000,00%"
Sweden,Historical,EV stock,Buses,FCEV,2023,Vehicles,2200,"220000,00%"
Sweden,Historical,EV sales,Buses,FCEV,2023,Vehicles,810,"81000,00%"
Sweden,Historical,EV sales,Vans,PHEV,2023,Vehicles,370,"37000,00%"
Sweden,Historical,EV charging points,EV,Publicly available fast,2023,charging points,58,"5800,00%"
Sweden,Historical,EV charging points,EV,Publicly available slow,2023,charging points,310000,"31000000,00%"
Switzerland,Historical,EV sales,Cars,BEV,2011,Vehicles,110000,"11000000,00%"
Switzerland,Historical,EV stock,Cars,BEV,2011,Vehicles,160,"16000,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2011,Vehicles,16000,"1600000,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2011,Vehicles,5200,"520000,00%"
Switzerland,Historical,EV sales share,Cars,EV,2011,percent,280.000.001.192.093,"28000000119209300,00%"
Switzerland,Historical,EV stock share,Cars,EV,2011,percent,229.999.995.231.628,"22999999523162800,00%"
Switzerland,Historical,EV stock share,Cars,EV,2012,percent,4700,"470000,00%"
Switzerland,Historical,EV sales share,Cars,EV,2012,percent,770,"77000,00%"
Switzerland,Historical,EV sales share,Vans,EV,2012,percent,4600000,"460000000,00%"
Switzerland,Historical,EV stock share,Vans,EV,2012,percent,1600000,"160000000,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2012,Vehicles,8400,"840000,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2012,Vehicles,82000,"8200000,00%"
Switzerland,Historical,EV stock,Cars,BEV,2012,Vehicles,14000,"1400000,00%"
Switzerland,Historical,EV sales,Cars,BEV,2012,Vehicles,71,"7100,00%"
Switzerland,Historical,EV stock,Vans,BEV,2012,Vehicles,38,"3800,00%"
Switzerland,Historical,EV sales,Vans,BEV,2012,Vehicles,19,"1900,00%"
Switzerland,Historical,EV charging points,EV,Publicly available fast,2012,charging points,100,"10000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available slow,2012,charging points,2400,"240000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available fast,2013,charging points,420000,"42000000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available slow,2013,charging points,150000,"15000000,00%"
Switzerland,Historical,EV sales,Vans,BEV,2013,Vehicles,1200,"120000,00%"
Switzerland,Historical,EV stock,Vans,BEV,2013,Vehicles,160,"16000,00%"
Switzerland,Historical,EV sales,Cars,BEV,2013,Vehicles,560,"56000,00%"
Switzerland,Historical,EV stock,Cars,BEV,2013,Vehicles,210,"21000,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2013,Vehicles,22000,"2200000,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2013,Vehicles,8300,"830000,00%"
Switzerland,Historical,EV stock share,Vans,EV,2013,percent,38,"3800,00%"
Switzerland,Historical,EV sales share,Vans,EV,2013,percent,150,"15000,00%"
Switzerland,Historical,EV sales share,Cars,EV,2013,percent,19,"1900,00%"
Switzerland,Historical,EV stock share,Cars,EV,2013,percent,18000,"1800000,00%"
Switzerland,Historical,EV stock share,Cars,EV,2014,percent,11000,"1100000,00%"
Switzerland,Historical,EV sales share,Cars,EV,2014,percent,4500000,"450000000,00%"
Switzerland,Historical,EV sales share,Vans,EV,2014,percent,1100000,"110000000,00%"
Switzerland,Historical,EV stock share,Vans,EV,2014,percent,5500,"550000,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2014,Vehicles,100,"10000,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2014,Vehicles,820,"82000,00%"
Switzerland,Historical,EV stock,Cars,BEV,2014,Vehicles,6700000,"670000000,00%"
Switzerland,Historical,EV sales,Cars,BEV,2014,Vehicles,2200000,"220000000,00%"
Switzerland,Historical,EV stock,Vans,BEV,2014,Vehicles,12000,"1200000,00%"
Switzerland,Historical,EV sales,Vans,BEV,2014,Vehicles,380,"38000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available fast,2014,charging points,58,"5800,00%"
Switzerland,Historical,EV charging points,EV,Publicly available slow,2014,charging points,110000,"11000000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available fast,2015,charging points,590000,"59000000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available slow,2015,charging points,1500,"150000,00%"
Switzerland,Historical,EV sales,Vans,BEV,2015,Vehicles,1700,"170000,00%"
Switzerland,Historical,EV stock,Buses,PHEV,2015,Vehicles,4100,"410000,00%"
Switzerland,Historical,EV stock,Vans,BEV,2015,Vehicles,29000,"2900000,00%"
Switzerland,Historical,EV sales,Cars,BEV,2015,Vehicles,6.000.000.052.154,"600000005215400,00%"
Switzerland,Historical,EV stock,Cars,BEV,2015,Vehicles,7.000.000.216.067,"700000021606700,00%"
